bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
104Meadow,2013-11-18,Garage door opener Meadow View,-119.29,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,104Meadow Purchase,GarageDoor,104Meadow
104Meadow,2013-11-18,Realotor.com linsting Meadow View,-199.95,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,MLSServices,104Meadow
104Meadow,2013-11-19,checks printing Meadow View,-29.22,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2013-11-22,Mowing Meadow View,-30,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,GabeGonzales,104Meadow
104Meadow,2013-11-26,Mortgage payment due 12/01 Meadow View,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2013-11-29,Security Deposit,1500,clean,closed,B01-SecurityDeposit,Security-In,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2013-11-29,Bank Fee Meadow View,-6,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,11292013Key
104Meadow,2013-12-09,Bank Fee Meadow View,-3,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2013-12-24,Holiday gift(combined recipt) Pagoda (posted on MV in error),-28.03,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Walmart,104Meadow
104Meadow,2013-12-30,Primer for painting  Meadow View,-17.46,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2013-12-30,Locks Meadow View,-20.57,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2013-12-30,Painting Accessories for painting  Meadow View,-31.79,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2013-12-30,water bill meadow view,-61.36,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,104Meadow,,Utilities,104Meadow
104Meadow,2013-12-30,Roof Repair Meadow View,-80,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Travis,104Meadow
104Meadow,2013-12-30,Painting in Kitchen and bathroom Meadow View,-135,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,KenPainter,104Meadow
104Meadow,2013-12-30,Irrigation Install,-2426.4,clean,closed,C01-Capex,Capex-Install,GeneralVendor,104Meadow,104Meadow Purchase,Irrigation,104Meadow
104Meadow,2013-12-31,monthly service fee reversal meadow view,6,clean,closed,A01-Income,Exp-ProfessionalServices,104Meadow,GeneralCustomer,,Bank,11292013Key
104Meadow,2014-01-03,Rent,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-01-03,Security Deposit,1120,clean,closed,B01-SecurityDeposit,Security-In,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-01-03,Repair Expense,-19.99,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,HomeDepot,104Meadow
104Meadow,2014-01-09,online dep detail fee,-3,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2014-01-10,CHKCARD-expense,-85.67,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,104Meadow,,Utilities,104Meadow
104Meadow,2014-01-15,check 1003,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-01-16,reimburement to Neeraj for combo lockbox purchased on 11/22/13,-30.31,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-01-16,gutters install,-585,clean,closed,C01-Capex,Capex-Install,GeneralVendor,104Meadow,Gutters,Gutters,104Meadow
104Meadow,2014-01-27,"water bill meadow view (deposit $150 not accounted earlier less 65.61 , refund=84.39",-65.61,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,104Meadow,,Utilities,104Meadow
104Meadow,2014-02-03,ATM deposit,820,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-02-03,ATM deposit,300,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-02-04,refund,3,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-02-04,refund 2,3,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-02-04,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-02-13,CHKCARD-expense,-192.95,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,104Meadow,,Utilities,104Meadow
104Meadow,2014-03-03,ATM deposit,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-03-03,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-03-17,Tax filing fee,-150,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,BhavinTrivedi,104Meadow
104Meadow,2014-03-25,CHKCARD-expense,-5.28,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-03-28,CHKCARD-expense,-25.22,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-03-28,check 1010,-350,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,FernandoPerec,104Meadow
104Meadow,2014-03-30,CHKCARD-expense adj,-50.2,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2014-04-01,Rent,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-04-03,CHKCARD-expense,-12.95,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-04-03,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-04-06,LAR,-47.36,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-04-12,Meals & Entertainment,-5.08,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,GasFood,104Meadow
104Meadow,2014-04-12,LAR,-33.84,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-04-17,CHKCARD-expense,-9.05,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-04-20,LAR,-12.8,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-04-27,CHKCARD-expense,-36,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-05-01,Rent,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-05-02,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-05-04,LAR,-97.58,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-05-13,LAR,-10.26,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-05-13,LAR,-20.52,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-06-01,LAR,-8.19,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2014-06-01,gas adj ,-33.74,clean,closed,A01-Income,Exp-Travel,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2014-06-02,Rent,1135,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-06-02,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-06-05,CHKCARD-expense,-45.64,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2014-07-03,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-07-07,Rent,575,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-07-07,Rent,520,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-07-18,remaining late fee,130,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-07-18,late fee out of 100 deposit,50,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-07-18,rent out of 100 deposit,45,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-07-21,yard accessories,-10.26,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,HarborFreight,104Meadow
104Meadow,2014-08-01,Rent,1145,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-08-04,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-09-02,Rent,1145,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-09-02,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-09-29,Rent OCTOBER,1145,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-10-03,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-10-07,ONLINE TRANSFER TO GUPTA N REF #IBE2NT5VYB CHECKING REIMBURSEMENT 104 MV2EXP OPTION FEE 091713,-100,clean,closed,C01-Capex,Capex-Acquisition,GeneralVendor,104Meadow,Option Fee,104MeadowPurchase,104Meadow
104Meadow,2014-11-03,ATM CASH DEPOSIT - CAMERON CROSSING MCKINNEY TX 6382 0002912,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-11-03,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-11-10,ONLINE DEP DETAIL & IMAGES,-3,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2014-11-14,"AMERICAN MODERN EFT TRANS 141112 077 0047829793 GUPTA, NEERAJ",-653,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2014-12-02,ATM CASH DEPOSIT - 8988 PRESTON RD FRISCO TX 1775 0009527,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2014-12-02,autopay,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2014-12-04,CHECK # 1011,-2851.38,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,104Meadow,,County,104Meadow
104Meadow,2014-12-23,ONLINE TRANSFER TO GUPTA P REF #IBE5LL73CD SAVINGS 104MV OWNERS DRAW 2014,-2100,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2014-12-31,Misc Expenses,-7.88,clean,closed,A01-Income,Exp-Cleaning,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2014-12-31,ONLINE TRANSFER TO GUPTA N REF #IBETWHN22Y CHECKING AUTO ALLOWANCE 2014 104MEADOW,-97,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2015-01-02,ATM CASH DEPOSIT ON 01/01 8988 PRESTON RD FRISCO TX 0007936 ATM ID 0241B CARD 1775,1000,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-01-02,MORTGAGE PYMT - DOVENMUEHL 010215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-01-12,PURCHASE AUTHORIZED ON 01/10 AUTO SPLASH CAR CA FRISCO TX S385010617477342 CARD 1775,-100,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2015-02-02,ATM CASH DEPOSIT ON 01/31 CAMERON CROSSING MCKINNEY TX 0009948 ATM ID 9882C CARD 7053,1140,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-02-02,MORTGAGE PYMT - DOVENMUEHL 020215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-02-11,ONLINE TRANSFER REF #IBEK78C8CX TO BUSINESS CARD BUSINESS TRAVEL 104MV TO MV CC X2200,-97.63,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2015-02-17,ONLINE TRANSFER REF #IBEGB8BZCC TO BUSINESS CARD LIFESTYLES UNLIMITED SERVICES,-120,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,LifestylesMembership,104Meadow
104Meadow,2015-02-27,ATM CASH DEPOSIT ON 02/27 CAMERON CROSSING MCKINNEY TX 0009301 ATM ID 9841B CARD 7053,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-03-02,MORTGAGE PYMT - DOVENMUEHL 030215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-03-27,ATM CASH DEPOSIT ON 03/27 CAMERON CROSSING MCKINNEY TX 0006887 ATM ID 9882C CARD 7053,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-04-02,MORTGAGE PYMT - DOVENMUEHL 040215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-04-24,ATM CASH DEPOSIT ON 04/24 CAMERON CROSSING MCKINNEY TX 0006051 ATM ID 9882C CARD 7053,1120,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-04-28,ONLINE TRANSFER REF #IBECFVQVJH TO BUSINESS CARD 104MV TO 108MVCC MYFICO 0320,-10.77,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2015-05-04,MORTGAGE PYMT - DOVENMUEHL 050215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-05-13,ONLINE TRANSFER REF #IBEGC3KSZ2 TO BUSINESS CARD BATTERIES 0427,-49.15,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Batteries,104Meadow
104Meadow,2015-05-29,DEPOSIT MADE IN A BRANCH/STORE #783537581,1145,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-06-01,ONLINE TRANSFER TO GUPTA N REF #IBECG73J7W CHECKING CPA FEE 0518,-192,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,MyTaxFiler,104Meadow
104Meadow,2015-06-02,MORTGAGE PYMT - DOVENMUEHL 060215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-07-02,ATM CASH DEPOSIT ON 07/02 CAMERON CROSSING MCKINNEY TX 0006471 ATM ID 9882C CARD 7053,1145,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-07-02,MORTGAGE PYMT - DOVENMUEHL 070215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-08-03,ATM CASH DEPOSIT ON 08/01 1442 SPRING CYPRESS RD SPRING TX 0003916 ATM ID 6746C CARD 7053,1225,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-08-03,MORTGAGE PYMT - DOVENMUEHL 080215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-08-31,ATM CASH DEPOSIT ON 08/30 3080 PRESTON RD. FRISCO TX 0000180 ATM ID 0129I CARD 7053,1225,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-09-02,MORTGAGE PYMT - DOVENMUEHL 090215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-09-17,CHECK # 1012,-300,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,NickSprinklerRepair,104Meadow
104Meadow,2015-09-30,ATM CASH DEPOSIT ON 09/30 CAMERON CROSSING MCKINNEY TX 0006453 ATM ID 9882C CARD 7053,1325,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-09-30,ONLINE TRANSFER TO GUPTA P REF #IBEN6JW6Z7 SAVINGS 104MEADOW TO JOINT DRAW,-1400,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2015-10-05,MORTGAGE PYMT - DOVENMUEHL 100215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-10-09,BILL PAY Resolute Propert ON-LINE xxxxxxxxxxx xxxoo.com ON 10-09,-19.64,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,ResoluteTaxServices,104Meadow
104Meadow,2015-10-30,ATM CASH DEPOSIT ON 10/30 CAMERON CROSSING MCKINNEY TX 0006834 ATM ID 9882C CARD 7053,1200,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-11-02,MORTGAGE PYMT - DOVENMUEHL 110215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-11-02,ONLINE TRANSFER REF #IBE8LN8DCL TO BUSINESS CARD INSURANCE 104MV 1031,-672,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2015-11-30,ONLINE TRANSFER TO GUPTA P REF #IBER468C58 SAVINGS 104MEADOW TO JOINT DRAW2,-1600,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2015-12-01,ATM CASH DEPOSIT ON 12/01 CAMERON CROSSING MCKINNEY TX 0007573 ATM ID 9882C CARD 7053,1225,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2015-12-03,MORTGAGE PYMT - DOVENMUEHL 120215 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2015-12-09,CHECK # 1013,-3086.83,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,104Meadow,,County,104Meadow
104Meadow,2015-12-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPE2SZJRCW BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2015-12-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPE2SZJRCW BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2015-12-29,CHECK # 1014,-95,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,FrankCarpetCleaning,104Meadow
104Meadow,2015-12-30,ONLINE TRANSFER TO GUPTA N REF #IBETZJB2JB CHECKING LOWES 1220,-10.87,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2015-12-30,ONLINE TRANSFER TO GUPTA N REF #IBE2T4CQYC CHECKING HOLIDAYS GIFT 104 MV,-25,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,HolidayGift,104Meadow
104Meadow,2015-12-30,ONLINE TRANSFER TO GUPTA N REF #IBECJ8VXW7 CHECKING LOWES 1205,-34.9,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2015-12-31,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-01-04,MORTGAGE PYMT - DOVENMUEHL 010216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-01-15,DEPOSIT MADE IN A BRANCH/STORE #958085027,1225,clean,closed,B01-SecurityDeposit,Security-In,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-01-15,DEPOSIT MADE IN A BRANCH/STORE #958085028,869,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-01-19,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPEN7LYZW2 BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-01-19,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPEN7LYZW2 BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-01-20,BILL PAY Maery ON-LINE No Account Number ON 01-20,-50,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,104Meadow,,CleaningService,104Meadow
104Meadow,2016-01-25,eDeposit in Branch/Store 01/25/16 05:40:54 PM 3080 PRESTON RD FRISCO TX 0218,750,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-01-29,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-01-29,BILL PAY AMBIT ENERGY ON-LINE xxx78692 ON 01-29,-41.69,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,104Meadow,,Utilities,104Meadow
104Meadow,2016-02-01,eDeposit in Branch/Store 02/01/16 04:09:10 PM 17088 PRESTON RD DALLAS TX 0218,1300,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-02-02,MORTGAGE PYMT - DOVENMUEHL 020216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-02-03,ONLINE TRANSFER REF #IBETZVSZZH TO BUSINESS CARD LIFESTYLES SERVICES 104MV TO PAGCC 0113,-200,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,LifestylesMembership,104Meadow
104Meadow,2016-02-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPE2TLXSRT BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-02-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPE2TLXSRT BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
